Age,Gender,EmploymentYears,HomeOwnership,MaritalStatus,AnnualIncome,LoanAmount,LoanTermMonths,CreditScore,NumCreditCards,DebtToIncomeRatio,PreviousDefaults,Default
42,Female,15,Rent,Married,555061,248188,36,667,4,0.45,0,0
41,Male,19,Own,Single,737464,513268,48,659,4,0.7,0,0
41,Male,17,Own,Married,924206,212812,24,693,2,0.23,0,0
28,Male,5,Own,Married,514222,281989,36,746,3,0.55,1,1
69,Female,44,Rent,Single,1011213,390065,60,739,6,0.39,0,0
36,Male,13,Mortgage,Married,684840,364428,48,647,9,0.53,0,0
51,Female,25,Mortgage,Married,605364,471713,12,773,2,0.78,0,0
62,Female,39,Rent,Married,950362,721896,60,805,4,0.76,1,0
30,Female,3,Own,Married,476520,380996,36,663,6,0.8,0,0
52,Female,25,Rent,Married,764147,404891,48,646,2,0.53,0,0
54,Male,29,Rent,Married,785426,208749,24,709,4,0.27,0,0
29,Male,8,Rent,Single,576236,336601,24,624,2,0.58,0,0
37,Female,12,Own,Married,531869,353056,60,676,3,0.66,1,1
31,Male,10,Mortgage,Single,569963,231965,12,672,4,0.41,0,0
52,Female,24,Mortgage,Married,519305,166909,36,737,2,0.32,0,0
30,Female,3,Rent,Single,445466,315985,48,662,2,0.71,0,0
42,Female,20,Own,Married,1092102,454151,60,699,1,0.42,0,0
37,Female,10,Rent,Single,457816,140604,24,685,4,0.31,0,0
24,Female,0,Own,Single,491265,351525,36,679,3,0.72,0,1
68,Male,41,Own,Divorced,1322538,552005,24,759,2,0.42,0,0
67,Male,40,Mortgage,Married,1155999,863545,24,676,1,0.75,0,0
45,Male,23,Mortgage,Divorced,749929,556825,24,726,4,0.74,2,0
41,Male,19,Rent,Divorced,444040,113324,36,664,5,0.26,0,0
57,Male,35,Own,Single,833289,402406,48,699,2,0.48,0,0
58,Female,31,Own,Divorced,934707,663360,60,708,3,0.71,0,1
69,Female,45,Own,Married,1048972,287027,36,759,3,0.27,0,0
21,Female,0,Rent,Married,526297,371528,12,611,4,0.71,0,1
45,Male,20,Rent,Married,742849,427764,48,635,3,0.58,0,0
56,Male,29,Mortgage,Single,988649,482442,24,741,2,0.49,0,0
37,Female,16,Rent,Married,776729,323169,60,683,4,0.42,0,0
61,Female,40,Mortgage,Married,1037809,331164,36,747,2,0.32,0,1
44,Female,17,Rent,Married,484193,109112,24,651,3,0.23,0,0
22,Female,0,Own,Married,376330,139963,60,667,4,0.37,1,0
60,Female,36,Mortgage,Married,1055798,555632,36,705,3,0.53,0,0
35,Female,14,Rent,Single,844584,605005,36,686,3,0.72,0,0
52,Male,25,Mortgage,Married,864532,464974,60,718,2,0.54,0,0
59,Male,38,Own,Single,1180455,585042,36,694,5,0.5,0,0
26,Female,4,Rent,Married,559490,200598,36,663,6,0.36,0,1
21,Male,0,Mortgage,Married,387154,239044,36,673,2,0.62,1,0
67,Female,39,Mortgage,Married,1081609,338987,36,660,2,0.31,0,0
43,Male,20,Rent,Single,717642,230246,36,701,2,0.32,0,0
59,Male,34,Mortgage,Single,765029,606621,60,664,2,0.79,2,0
37,Male,11,Mortgage,Married,612410,149755,36,651,3,0.24,1,0
54,Male,31,Rent,Single,898058,356092,60,701,4,0.4,1,0
61,Female,39,Rent,Married,620861,171308,36,724,3,0.28,0,0
49,Male,27,Mortgage,Married,991734,225312,24,712,3,0.23,0,0
29,Female,2,Mortgage,Single,369582,268145,24,682,2,0.73,0,0
33,Male,11,Own,Married,833677,562929,36,697,5,0.68,0,0
26,Male,0,Own,Divorced,487965,358629,12,681,4,0.73,0,0
26,Male,2,Rent,Married,598588,334058,48,602,5,0.56,0,0
40,Female,13,Mortgage,Married,783643,178117,36,644,3,0.23,0,0
23,Male,0,Rent,Married,305524,120194,12,655,4,0.39,0,0
37,Female,15,Rent,Single,719515,247232,36,767,1,0.34,0,0
69,Male,45,Own,Married,1014029,281961,48,719,3,0.28,0,0
32,Male,8,Own,Married,562750,132574,24,677,4,0.24,0,0
68,Female,45,Rent,Married,1166658,414687,48,729,3,0.36,1,0
67,Male,43,Rent,Married,1287003,806271,24,685,3,0.63,0,0
65,Male,44,Rent,Married,591219,353998,60,721,5,0.6,0,0
21,Male,0,Rent,Married,545251,172461,24,622,4,0.32,1,0
37,Male,10,Mortgage,Married,452451,322778,36,682,3,0.71,0,1
23,Male,0,Rent,Married,671407,460308,60,685,4,0.69,0,1
46,Female,24,Mortgage,Married,392836,246256,60,690,6,0.63,1,0
35,Male,9,Mortgage,Single,269748,205587,36,640,3,0.76,0,0
56,Female,29,Mortgage,Single,720649,289844,36,667,2,0.4,0,0
52,Male,30,Own,Married,557964,431438,24,765,2,0.77,0,0
52,Male,31,Own,Married,851308,328793,48,746,3,0.39,0,0
24,Male,2,Own,Single,413792,314372,36,658,3,0.76,1,1
38,Male,17,Mortgage,Married,779902,589794,12,701,4,0.76,0,0
69,Male,41,Mortgage,Married,518794,195748,60,726,5,0.38,0,0
39,Male,11,Rent,Single,444014,340847,36,736,4,0.77,0,0
63,Female,41,Rent,Married,1160754,396803,36,684,3,0.34,1,0
55,Female,33,Rent,Married,1005782,351766,60,767,3,0.35,0,1
60,Female,37,Rent,Married,1212498,612251,24,762,3,0.5,2,1
34,Male,10,Mortgage,Single,675784,351843,36,672,2,0.52,0,0
53,Female,28,Rent,Single,723437,428964,60,751,4,0.59,0,0
34,Male,11,Rent,Married,627693,198081,48,632,2,0.32,0,0
54,Female,31,Own,Married,1121719,777070,36,709,2,0.69,0,0
24,Male,0,Rent,Single,532995,224478,12,641,4,0.42,0,0
44,Male,21,Rent,Married,464255,93254,24,750,1,0.2,0,0
49,Female,28,Rent,Single,652352,325348,24,697,3,0.5,0,0
39,Male,16,Rent,Divorced,536719,246186,48,698,4,0.46,0,0
26,Female,1,Own,Married,429156,148096,36,702,6,0.35,0,0
53,Male,32,Mortgage,Married,789368,199571,24,719,3,0.25,3,0
69,Male,43,Mortgage,Single,1201791,807558,36,658,2,0.67,0,0
60,Female,36,Own,Single,979385,659049,60,780,0,0.67,1,0
39,Female,15,Own,Single,755144,487315,36,603,5,0.65,0,0
21,Female,0,Rent,Married,556152,176120,36,592,3,0.32,0,1
25,Male,0,Rent,Divorced,430684,330901,36,703,3,0.77,0,0
47,Male,26,Own,Married,854678,572599,24,665,4,0.67,0,0
36,Male,12,Mortgage,Single,510419,225440,36,655,4,0.44,0,0
26,Male,2,Own,Single,343270,258644,36,609,2,0.75,0,1
60,Female,35,Rent,Married,828071,621194,24,706,2,0.75,0,0
33,Male,11,Mortgage,Single,645874,375661,36,729,2,0.58,0,1
68,Female,40,Own,Divorced,1029684,258608,48,735,1,0.25,0,0
55,Female,28,Rent,Married,1050365,225396,60,712,0,0.21,0,0
39,Male,13,Own,Single,384514,132087,48,655,5,0.34,0,0
32,Female,10,Own,Divorced,519819,286363,24,657,2,0.55,0,0
36,Female,14,Mortgage,Single,388510,130838,12,708,3,0.34,0,0
63,Male,39,Mortgage,Divorced,819793,628626,12,702,2,0.77,0,0
30,Male,9,Rent,Single,475644,119276,48,770,3,0.25,1,0
45,Male,17,Own,Single,421937,149405,24,706,8,0.35,0,0
40,Female,16,Own,Married,590926,300046,24,690,3,0.51,0,0
51,Male,29,Rent,Married,725751,413986,60,694,2,0.57,0,0
24,Female,0,Rent,Married,289595,124899,24,620,4,0.43,0,0
64,Male,40,Rent,Single,968540,623559,48,773,5,0.64,0,0
43,Female,19,Own,Married,729040,409348,24,658,4,0.56,0,0
22,Female,0,Rent,Divorced,429319,195177,48,671,4,0.45,0,0
42,Female,14,Own,Married,617165,143352,36,649,2,0.23,0,0
57,Male,36,Rent,Single,1041514,418966,36,763,3,0.4,0,0
28,Male,3,Rent,Married,579196,191499,12,613,0,0.33,0,0
27,Male,2,Mortgage,Single,358926,165567,36,608,2,0.46,0,1
34,Male,7,Own,Single,436697,126128,36,636,3,0.29,0,0
23,Male,0,Own,Married,244101,82583,36,617,3,0.34,0,0
36,Female,11,Rent,Single,704267,514745,12,707,2,0.73,0,0
39,Female,17,Rent,Single,846950,632482,36,725,4,0.75,0,0
38,Male,14,Rent,Single,611604,174706,36,692,4,0.29,0,0
36,Female,8,Rent,Married,587253,452890,36,651,4,0.77,0,0
28,Male,2,Own,Single,291745,200074,36,694,0,0.69,0,0
53,Male,28,Rent,Married,595447,423502,36,662,2,0.71,0,1
69,Female,41,Rent,Single,726018,272628,24,746,4,0.38,0,1
32,Female,9,Rent,Married,787963,243289,36,648,4,0.31,0,0
31,Male,8,Rent,Single,483172,191619,36,582,3,0.4,0,0
25,Female,0,Own,Single,218656,82175,48,625,3,0.38,0,1
47,Female,20,Mortgage,Divorced,1012453,558155,36,679,2,0.55,0,0
32,Male,10,Mortgage,Married,612832,393037,36,670,1,0.64,0,0
37,Male,14,Rent,Divorced,490032,109432,24,633,3,0.22,0,0
26,Female,3,Own,Single,363736,211742,36,661,2,0.58,0,0
53,Female,30,Rent,Married,897874,188779,48,781,0,0.21,0,0
25,Male,3,Own,Single,262675,137695,36,700,1,0.52,0,0
48,Male,24,Own,Married,695454,383723,24,724,8,0.55,0,0
34,Female,12,Rent,Married,530813,377648,48,649,3,0.71,0,0
25,Female,4,Own,Single,599825,313435,36,685,3,0.52,0,1
53,Male,32,Own,Married,861576,661587,36,723,3,0.77,0,0
68,Male,45,Rent,Married,611832,425630,48,715,6,0.7,0,0
61,Female,38,Own,Divorced,695488,219641,12,687,5,0.32,0,1
39,Female,11,Rent,Single,457041,186568,36,676,3,0.41,1,0
42,Female,14,Mortgage,Married,303197,104688,48,707,2,0.35,0,1
25,Female,1,Own,Single,328568,112498,48,647,2,0.34,1,0
22,Female,0,Rent,Married,512167,111747,48,561,2,0.22,0,0
50,Female,24,Mortgage,Married,964760,759769,60,729,4,0.79,0,1
67,Female,44,Rent,Married,1124026,304094,24,701,3,0.27,0,1
59,Female,38,Mortgage,Divorced,1238067,896075,60,724,8,0.72,0,0
24,Female,1,Rent,Married,353099,253942,36,635,3,0.72,0,1
53,Female,29,Rent,Married,859999,506865,36,726,2,0.59,0,0
33,Female,12,Mortgage,Married,425066,296481,36,647,2,0.7,0,0
40,Male,17,Mortgage,Married,909288,261527,48,743,2,0.29,0,0
27,Male,3,Rent,Single,313005,118622,60,592,1,0.38,0,1
35,Male,8,Mortgage,Single,393231,314264,60,691,6,0.8,0,0
43,Male,16,Rent,Single,678141,508891,24,707,1,0.75,0,0
34,Male,10,Mortgage,Single,524966,406447,36,649,1,0.77,0,1
43,Female,22,Own,Married,496895,306559,36,705,6,0.62,1,1
39,Male,18,Mortgage,Single,765628,503700,36,776,4,0.66,0,0
49,Male,23,Rent,Single,806987,238555,24,709,3,0.3,0,0
40,Female,19,Mortgage,Single,795321,408812,36,661,2,0.51,1,0
49,Male,22,Rent,Married,629671,290352,36,777,4,0.46,1,0
44,Female,20,Rent,Single,598426,157854,48,717,3,0.26,0,0
38,Male,17,Mortgage,Married,553659,160509,60,629,1,0.29,0,1
30,Male,3,Rent,Single,440283,169733,36,654,2,0.39,0,0
61,Female,34,Own,Single,745249,214398,36,730,5,0.29,0,0
28,Female,7,Own,Single,458938,314032,24,691,2,0.68,0,1
46,Female,22,Rent,Single,726018,242491,24,628,4,0.33,0,0
49,Male,21,Rent,Married,601425,141674,24,674,5,0.24,2,0
30,Male,4,Rent,Married,568098,365038,36,674,0,0.64,0,0
37,Male,13,Mortgage,Married,659053,318600,60,709,7,0.48,0,0
22,Male,0,Rent,Married,275640,68030,48,617,1,0.25,0,0
26,Male,5,Rent,Single,532701,386958,24,640,3,0.73,0,1
25,Male,4,Own,Divorced,466533,114753,48,682,4,0.25,0,0
48,Female,21,Own,Single,817815,503513,36,748,4,0.62,0,0
61,Female,40,Own,Single,1149557,779851,12,718,3,0.68,3,1
25,Male,0,Mortgage,Married,388933,185506,36,699,3,0.48,1,0
38,Male,11,Own,Divorced,657802,300465,36,675,7,0.46,0,0
46,Female,22,Rent,Single,557778,194036,36,735,2,0.35,0,0
40,Male,15,Mortgage,Married,711425,552339,48,647,0,0.78,1,0
61,Male,39,Rent,Single,796862,446069,60,789,3,0.56,0,0
69,Male,45,Mortgage,Single,823509,401376,24,676,0,0.49,0,0
47,Female,25,Own,Single,672234,418226,24,694,3,0.62,0,0
69,Male,43,Rent,Single,814418,340337,36,799,2,0.42,0,0
32,Female,8,Rent,Married,797189,194678,36,642,3,0.24,0,0
27,Male,0,Rent,Divorced,392873,225716,48,689,3,0.57,2,0
23,Male,0,Mortgage,Divorced,264570,204437,36,636,3,0.77,0,1
30,Male,2,Mortgage,Married,365829,94951,36,621,4,0.26,0,1
54,Male,28,Rent,Married,1015642,398087,36,692,3,0.39,0,0
45,Male,18,Own,Single,616978,301037,24,655,7,0.49,2,0
55,Female,31,Mortgage,Married,941982,375909,36,734,3,0.4,0,0
36,Male,15,Mortgage,Married,471192,165989,60,673,6,0.35,0,0
22,Female,0,Own,Single,160397,111182,60,658,3,0.69,2,0
44,Male,21,Rent,Single,620824,146810,36,745,6,0.24,0,0
30,Male,2,Mortgage,Single,394936,280851,36,673,2,0.71,0,0
58,Male,30,Mortgage,Single,914728,598650,24,743,5,0.65,0,0
42,Male,20,Rent,Single,563051,149566,48,668,4,0.27,0,0
46,Female,22,Own,Single,834898,649431,12,741,4,0.78,0,0
63,Female,38,Rent,Married,1106117,826904,48,745,2,0.75,0,0
59,Female,38,Own,Single,1148362,739112,36,764,2,0.64,0,0
47,Male,22,Rent,Married,714633,399015,48,713,3,0.56,0,0
49,Male,26,Mortgage,Married,608803,479707,36,637,3,0.79,0,0
67,Female,39,Mortgage,Divorced,1059699,700410,36,722,0,0.66,0,0
58,Female,33,Rent,Married,863583,432965,48,711,6,0.5,0,0
40,Male,15,Mortgage,Married,534532,184589,36,698,1,0.35,0,1
47,Male,20,Own,Married,530585,399653,36,707,3,0.75,0,0
61,Female,33,Mortgage,Married,924299,530909,48,743,4,0.57,0,0
40,Female,19,Rent,Single,551713,123020,48,746,6,0.22,0,0
64,Male,39,Own,Married,1092496,575836,36,723,3,0.53,0,0
39,Male,18,Rent,Married,634569,175838,24,739,2,0.28,0,0
40,Female,17,Rent,Married,734069,477585,24,733,3,0.65,1,1
55,Male,31,Rent,Single,584080,218413,36,722,0,0.37,0,0
67,Male,45,Own,Married,1231949,680505,36,735,2,0.55,0,1
22,Male,0,Rent,Single,452585,152804,48,597,2,0.34,0,1
50,Male,23,Own,Single,653375,468639,36,667,0,0.72,0,0
54,Female,28,Rent,Married,872966,608600,24,686,5,0.7,0,0
42,Female,18,Rent,Married,432913,243960,36,675,7,0.56,0,0
23,Female,0,Mortgage,Married,431790,105713,48,629,3,0.24,1,0
26,Male,0,Rent,Married,370785,248417,12,658,5,0.67,0,0
35,Female,8,Rent,Single,429516,96294,60,710,1,0.22,0,0
47,Male,19,Mortgage,Married,873671,622741,24,694,3,0.71,0,1
30,Male,8,Rent,Single,641615,461780,36,678,1,0.72,0,0
29,Female,4,Mortgage,Married,433207,91182,60,619,2,0.21,0,0
53,Male,29,Own,Single,683216,206532,48,682,4,0.3,0,0
52,Male,27,Mortgage,Married,777759,556443,48,732,7,0.72,1,0
68,Male,45,Own,Single,885968,659602,48,716,4,0.74,0,0
26,Male,1,Rent,Single,300292,63750,24,670,1,0.21,0,1
61,Male,34,Rent,Single,1028085,388229,48,684,2,0.38,0,0
56,Female,33,Mortgage,Divorced,997683,491196,60,707,1,0.49,0,0
22,Male,0,Mortgage,Single,578071,439453,48,666,1,0.76,0,0
49,Male,25,Rent,Married,716240,453338,48,697,2,0.63,0,0
24,Female,0,Mortgage,Married,476065,313076,24,728,3,0.66,0,0
21,Male,0,Mortgage,Married,386170,128694,36,656,1,0.33,1,0
39,Female,15,Rent,Married,436419,87912,48,691,2,0.2,1,0
46,Female,22,Rent,Married,867732,589449,36,698,6,0.68,0,0
45,Male,22,Rent,Married,718789,419973,48,643,2,0.58,0,0
30,Female,9,Mortgage,Single,371109,251701,60,627,4,0.68,0,0
35,Male,10,Own,Divorced,587332,369442,12,774,4,0.63,0,0
42,Female,14,Mortgage,Divorced,594758,136905,60,698,1,0.23,0,0
68,Male,45,Rent,Married,1259514,772597,12,774,4,0.61,0,0
41,Male,14,Mortgage,Married,589882,374481,60,639,4,0.63,0,0
42,Male,18,Own,Divorced,578409,327965,24,751,3,0.57,0,0
56,Female,28,Rent,Single,1094995,720286,36,665,4,0.66,0,0
54,Male,33,Own,Married,1130513,805220,36,723,3,0.71,0,1
50,Male,28,Mortgage,Married,760800,442760,24,719,6,0.58,0,0
45,Female,21,Rent,Married,564590,447776,48,688,3,0.79,0,0
65,Male,43,Own,Married,1190668,649830,36,797,4,0.55,0,0
48,Female,23,Own,Married,737461,259260,60,694,2,0.35,0,1
21,Male,0,Own,Married,259120,197857,12,696,1,0.76,0,0
69,Female,41,Own,Married,865216,187999,60,672,4,0.22,0,0
65,Male,39,Mortgage,Single,924832,647499,36,747,5,0.7,0,1
24,Male,0,Mortgage,Married,150000,43487,36,608,4,0.29,0,0
27,Female,0,Own,Divorced,337781,205326,36,650,2,0.61,0,0
69,Female,41,Mortgage,Single,1044967,378186,60,825,3,0.36,0,0
29,Female,5,Rent,Single,538480,143452,48,570,3,0.27,1,1
56,Male,30,Rent,Married,749271,327044,60,682,2,0.44,0,0
39,Female,11,Mortgage,Married,566753,392548,36,690,5,0.69,0,1
21,Female,0,Rent,Married,336020,178316,24,719,4,0.53,0,0
30,Female,9,Rent,Divorced,534250,181784,36,719,1,0.34,2,0
56,Female,34,Rent,Married,932611,433434,60,707,2,0.46,0,0
29,Male,5,Rent,Married,472279,190194,60,706,1,0.4,0,0
65,Female,41,Own,Married,729691,462780,60,763,5,0.63,0,0
66,Female,43,Mortgage,Divorced,1272749,300104,24,703,1,0.24,0,0
62,Female,34,Rent,Single,789035,607206,24,672,4,0.77,0,0
52,Male,30,Rent,Married,791936,443614,24,720,3,0.56,0,1
52,Male,26,Mortgage,Married,710969,273197,24,703,8,0.38,1,0
26,Male,0,Own,Single,487048,367015,36,642,1,0.75,0,0
68,Female,43,Mortgage,Married,1227959,460457,36,675,6,0.37,0,0
58,Male,32,Mortgage,Single,882044,661748,36,664,2,0.75,0,0
37,Male,13,Mortgage,Single,572520,293439,12,605,2,0.51,0,0
30,Male,6,Rent,Single,525201,227053,36,634,3,0.43,0,0
47,Female,22,Rent,Single,812876,532514,48,706,1,0.66,0,0
55,Female,28,Mortgage,Single,829957,534321,48,693,5,0.64,0,0
41,Female,19,Own,Married,768368,192250,12,639,4,0.25,0,0
45,Male,17,Own,Married,746954,226624,36,706,2,0.3,0,0
48,Female,27,Own,Married,779155,210238,48,718,3,0.27,0,0
67,Male,42,Own,Married,1145753,505273,36,730,2,0.44,0,0
35,Female,14,Rent,Married,653771,290375,36,643,5,0.44,0,0
24,Male,0,Own,Married,342224,168716,60,687,3,0.49,0,0
49,Female,28,Rent,Married,1033559,230697,12,740,3,0.22,2,0
29,Male,8,Rent,Married,522818,395591,48,719,2,0.76,0,1
47,Female,22,Own,Single,650511,456704,36,749,6,0.7,0,0
46,Male,20,Own,Single,672568,325163,48,673,5,0.48,0,0
39,Male,15,Own,Married,661641,343316,60,673,4,0.52,0,0
48,Female,26,Own,Divorced,714381,522018,36,683,2,0.73,3,0
37,Male,14,Own,Married,573017,423725,24,681,3,0.74,0,1
63,Female,42,Own,Married,816511,281445,60,725,5,0.34,0,0
61,Female,37,Rent,Single,1029525,378684,60,781,2,0.37,0,1
62,Female,39,Own,Single,1104274,630259,48,695,0,0.57,0,0
40,Male,18,Own,Married,541724,212083,48,675,3,0.39,1,0
65,Female,42,Own,Single,1389153,1013402,60,723,1,0.73,0,1
60,Female,38,Rent,Divorced,828322,512540,12,753,5,0.62,1,0
59,Male,31,Mortgage,Single,762912,305524,48,692,2,0.4,1,0
69,Male,43,Own,Single,999502,546833,24,762,2,0.55,0,0
43,Male,20,Rent,Married,772336,286283,36,621,3,0.37,0,1
67,Male,45,Mortgage,Married,1161488,767753,48,742,3,0.66,0,1
52,Male,26,Mortgage,Single,772180,421060,12,710,4,0.55,0,0
67,Female,40,Rent,Single,1231905,405656,36,718,0,0.33,0,0
53,Female,26,Mortgage,Single,749430,491437,36,759,4,0.66,0,0
66,Female,45,Own,Married,1575791,862515,36,804,2,0.55,3,0
25,Male,2,Rent,Married,438761,297928,36,650,7,0.68,0,1
63,Male,41,Own,Married,1100470,619013,36,662,3,0.56,3,1
68,Female,40,Own,Married,1028642,647585,36,757,4,0.63,1,0
54,Female,30,Mortgage,Married,731020,374578,48,694,1,0.51,0,0
60,Female,35,Mortgage,Married,1217931,430772,24,715,7,0.35,0,1
31,Male,5,Own,Married,481088,231860,48,605,3,0.48,1,0
23,Female,0,Own,Married,306959,227183,36,662,1,0.74,0,1
53,Male,27,Rent,Divorced,581239,433901,24,682,3,0.75,0,0
31,Male,8,Rent,Married,357589,156524,12,634,1,0.44,0,0
36,Female,13,Rent,Married,649894,240953,36,740,6,0.37,1,0
38,Male,15,Rent,Married,630155,312533,24,622,2,0.5,0,0
50,Female,25,Rent,Single,910430,231304,48,699,6,0.25,0,0
68,Male,45,Rent,Married,941779,731274,60,752,5,0.78,0,0
30,Female,4,Mortgage,Married,463292,242284,48,715,6,0.52,0,0
38,Female,17,Own,Single,891805,593262,48,739,2,0.67,0,0
58,Male,37,Mortgage,Single,807094,178678,36,774,5,0.22,1,0
39,Female,15,Rent,Married,711223,418173,60,678,4,0.59,0,0
56,Female,31,Mortgage,Single,1196539,560723,36,589,6,0.47,0,0
33,Female,7,Rent,Single,568828,366765,24,654,4,0.64,3,1
66,Male,38,Rent,Married,965681,372107,24,689,2,0.39,0,0
23,Male,0,Rent,Divorced,617182,456780,48,757,5,0.74,0,0
30,Male,6,Rent,Married,624293,231042,36,642,2,0.37,1,0
58,Female,37,Rent,Single,1040398,273900,48,708,6,0.26,0,0
21,Male,0,Own,Single,249805,103891,36,696,3,0.42,0,0
47,Male,24,Rent,Married,701739,370851,48,734,0,0.53,0,0
66,Male,44,Mortgage,Divorced,979689,249860,48,698,1,0.26,0,0
28,Male,3,Rent,Married,478486,365350,36,563,2,0.76,0,0
66,Female,44,Mortgage,Single,970268,357648,36,727,2,0.37,0,1
62,Male,37,Mortgage,Single,1118010,835384,24,710,2,0.75,0,1
37,Male,12,Own,Married,636848,462939,24,620,3,0.73,0,0
29,Male,6,Rent,Married,372689,198136,36,727,2,0.53,0,0
26,Female,3,Mortgage,Single,326478,245729,60,685,2,0.75,0,0
63,Female,39,Own,Married,881945,578828,48,710,4,0.66,0,0
45,Female,24,Own,Married,840626,180618,60,745,2,0.21,0,0
59,Male,38,Rent,Single,868517,625673,48,677,5,0.72,0,0
69,Male,45,Own,Married,993119,745434,60,734,3,0.75,0,0
48,Male,27,Own,Married,841977,602259,24,748,1,0.72,0,0
53,Female,28,Own,Married,935868,232054,36,649,6,0.25,0,0
57,Male,36,Mortgage,Married,682652,523814,36,760,3,0.77,0,0
29,Female,3,Mortgage,Divorced,431458,285423,36,653,6,0.66,0,1
38,Female,10,Mortgage,Single,479452,156196,60,654,6,0.33,0,0
41,Male,17,Mortgage,Single,644762,335778,60,711,5,0.52,0,0
22,Male,1,Mortgage,Single,408592,150118,60,633,3,0.37,0,0
63,Male,42,Own,Married,1205310,593271,60,720,2,0.49,0,0
58,Male,31,Rent,Single,923473,353698,48,756,4,0.38,0,0
60,Female,36,Own,Married,772585,182794,24,750,4,0.24,0,0
56,Female,32,Own,Married,819427,394790,48,673,3,0.48,0,0
63,Male,40,Own,Single,1103173,261108,36,750,4,0.24,3,0
57,Female,33,Rent,Single,961196,596975,24,725,3,0.62,0,0
35,Female,9,Mortgage,Married,478526,214468,36,592,1,0.45,0,0
48,Female,25,Rent,Married,677235,505431,36,659,3,0.75,0,0
38,Female,13,Mortgage,Married,471468,270015,60,668,3,0.57,0,0
54,Female,32,Mortgage,Married,979251,269511,24,737,1,0.28,0,0
42,Male,14,Mortgage,Single,553841,277044,36,668,4,0.5,0,0
31,Female,10,Rent,Single,716183,262059,36,697,2,0.37,0,0
33,Male,9,Rent,Married,678854,236206,36,720,2,0.35,0,0
24,Female,0,Mortgage,Married,332806,263410,48,675,2,0.79,0,0
42,Male,21,Own,Married,665251,419953,60,705,3,0.63,0,0
27,Male,2,Own,Married,319933,200520,48,663,2,0.63,0,0
63,Male,41,Mortgage,Single,928037,440849,24,726,3,0.48,0,0
44,Male,20,Own,Single,792626,256628,12,750,3,0.32,0,0
24,Male,0,Rent,Single,491816,212597,36,651,3,0.43,1,0
48,Female,25,Own,Single,796892,500744,12,666,3,0.63,0,0
35,Male,12,Own,Married,411538,327834,24,552,4,0.8,0,0
21,Female,0,Rent,Single,308269,234710,24,637,2,0.76,0,1
23,Male,0,Rent,Single,432515,92797,12,665,0,0.21,0,0
34,Male,9,Rent,Married,376055,117417,48,706,2,0.31,0,0
58,Male,36,Mortgage,Married,942208,220349,24,750,1,0.23,0,0
21,Male,0,Rent,Married,479641,156107,36,700,3,0.33,1,1
58,Male,35,Own,Married,884015,411068,36,704,1,0.47,0,1
58,Male,30,Rent,Married,936195,719889,36,687,3,0.77,0,0
41,Male,19,Mortgage,Divorced,721920,388341,48,708,7,0.54,1,1
68,Female,44,Rent,Married,752075,292880,48,749,3,0.39,0,0
49,Male,27,Rent,Married,820192,341030,12,663,8,0.42,2,1
25,Female,0,Own,Married,466863,342593,36,657,2,0.73,0,1
69,Female,43,Rent,Single,1076573,652480,24,699,4,0.61,0,0
30,Female,3,Rent,Married,556031,327901,36,673,5,0.59,0,0
48,Female,24,Mortgage,Married,603133,212595,24,684,2,0.35,0,0
41,Male,17,Own,Divorced,580531,189845,60,641,2,0.33,0,0
27,Female,0,Rent,Married,447694,238333,36,666,2,0.53,1,0
23,Male,1,Own,Married,532804,150951,48,638,6,0.28,0,0
65,Male,41,Mortgage,Divorced,956579,553639,12,778,1,0.58,0,0
67,Female,39,Own,Single,1161768,545324,60,800,2,0.47,0,0
40,Female,18,Own,Married,534682,302156,36,745,8,0.57,0,0
39,Female,13,Own,Married,753811,162881,48,688,3,0.22,0,0
55,Male,33,Own,Single,847172,261484,24,685,5,0.31,0,0
24,Male,0,Rent,Married,469824,353398,24,651,3,0.75,1,0
25,Female,2,Mortgage,Married,405502,257860,60,672,1,0.64,0,0
21,Female,0,Mortgage,Divorced,461869,205974,48,564,3,0.45,1,0
24,Male,0,Own,Married,514646,125552,36,623,4,0.24,0,0
32,Male,10,Mortgage,Married,630502,259755,48,671,4,0.41,0,0
47,Female,24,Own,Single,757131,459680,48,672,3,0.61,0,1
